panel,beta,density
gamma1_watch,-0.002073,27.312
gamma1_watch,-0.002070,27.645
gamma1_watch,-0.002067,27.977
gamma1_watch,-0.002064,28.476
gamma1_watch,-0.002060,28.643
gamma1_watch,-0.002057,28.975
gamma1_watch,-0.002054,29.308
gamma1_watch,-0.002051,29.641
gamma1_watch,-0.002048,29.973
gamma1_watch,-0.002044,30.306
gamma1_watch,-0.002041,30.639
gamma1_watch,-0.002038,30.971
gamma1_watch,-0.002035,31.470
gamma1_watch,-0.002031,31.803
gamma1_watch,-0.002028,31.969
gamma1_watch,-0.002025,32.302
gamma1_watch,-0.002022,32.635
gamma1_watch,-0.002019,32.967
gamma1_watch,-0.002015,33.300
gamma1_watch,-0.002012,33.633
gamma1_watch,-0.002009,33.965
gamma1_watch,-0.002006,34.464
gamma1_watch,-0.002003,34.797
gamma1_watch,-0.001999,35.130
gamma1_watch,-0.001996,35.462
gamma1_watch,-0.001993,35.961
gamma1_watch,-0.001990,36.460
gamma1_watch,-0.001986,36.793
gamma1_watch,-0.001983,37.126
gamma1_watch,-0.001980,37.458
gamma1_watch,-0.001977,37.791
gamma1_watch,-0.001974,38.290
gamma1_watch,-0.001970,38.789
gamma1_watch,-0.001967,39.122
gamma1_watch,-0.001964,39.454
gamma1_watch,-0.001961,39.953
gamma1_watch,-0.001958,40.452
gamma1_watch,-0.001954,40.951
gamma1_watch,-0.001951,41.450
gamma1_watch,-0.001948,41.783
gamma1_watch,-0.001945,42.282
gamma1_watch,-0.001941,42.781
gamma1_watch,-0.001938,43.114
gamma1_watch,-0.001935,43.446
gamma1_watch,-0.001932,44.112
gamma1_watch,-0.001929,44.444
gamma1_watch,-0.001925,44.777
gamma1_watch,-0.001922,45.276
gamma1_watch,-0.001919,45.775
gamma1_watch,-0.001916,46.274
gamma1_watch,-0.001913,46.773
gamma1_watch,-0.001909,47.272
gamma1_watch,-0.001906,47.771
gamma1_watch,-0.001903,48.270
gamma1_watch,-0.001900,48.769
gamma1_watch,-0.001896,49.268
gamma1_watch,-0.001893,49.767
gamma1_watch,-0.001890,50.266
gamma1_watch,-0.001887,50.931
gamma1_watch,-0.001884,51.430
gamma1_watch,-0.001880,51.929
gamma1_watch,-0.001877,52.428
gamma1_watch,-0.001874,52.927
gamma1_watch,-0.001871,53.426
gamma1_watch,-0.001868,53.925
gamma1_watch,-0.001864,54.757
gamma1_watch,-0.001861,55.090
gamma1_watch,-0.001858,55.589
gamma1_watch,-0.001855,56.254
gamma1_watch,-0.001851,56.753
gamma1_watch,-0.001848,57.252
gamma1_watch,-0.001845,57.917
gamma1_watch,-0.001842,58.417
gamma1_watch,-0.001839,58.916
gamma1_watch,-0.001835,59.581
gamma1_watch,-0.001832,60.246
gamma1_watch,-0.001829,60.912
gamma1_watch,-0.001826,61.411
gamma1_watch,-0.001823,61.910
gamma1_watch,-0.001819,62.575
gamma1_watch,-0.001816,63.240
gamma1_watch,-0.001813,63.739
gamma1_watch,-0.001810,64.238
gamma1_watch,-0.001806,64.904
gamma1_watch,-0.001803,65.569
gamma1_watch,-0.001800,66.234
gamma1_watch,-0.001797,66.900
gamma1_watch,-0.001794,67.565
gamma1_watch,-0.001790,68.230
gamma1_watch,-0.001787,68.729
gamma1_watch,-0.001784,68.896
gamma1_watch,-0.001781,69.062
gamma1_watch,-0.001777,69.062
gamma1_watch,-0.001774,69.062
gamma1_watch,-0.001771,69.062
gamma1_watch,-0.001768,69.062
gamma1_watch,-0.001765,69.228
gamma1_watch,-0.001761,69.252
gamma1_watch,-0.001758,74.177
gamma1_watch,-0.001755,75.383
gamma1_watch,-0.001752,76.048
gamma1_watch,-0.001749,76.713
gamma1_watch,-0.001745,77.545
gamma1_watch,-0.001742,78.377
gamma1_watch,-0.001739,79.042
gamma1_watch,-0.001736,79.707
gamma1_watch,-0.001732,80.373
gamma1_watch,-0.001729,81.204
gamma1_watch,-0.001726,82.175
gamma1_watch,-0.001723,82.701
gamma1_watch,-0.001720,83.367
gamma1_watch,-0.001716,84.032
gamma1_watch,-0.001713,84.864
gamma1_watch,-0.001710,85.695
gamma1_watch,-0.001707,86.527
gamma1_watch,-0.001704,87.359
gamma1_watch,-0.001700,88.024
gamma1_watch,-0.001697,88.856
gamma1_watch,-0.001694,89.687
gamma1_watch,-0.001691,90.353
gamma1_watch,-0.001687,91.184
gamma1_watch,-0.001684,92.016
gamma1_watch,-0.001681,92.848
gamma1_watch,-0.001678,93.679
gamma1_watch,-0.001675,94.511
gamma1_watch,-0.001671,95.343
gamma1_watch,-0.001668,96.174
gamma1_watch,-0.001665,97.006
gamma1_watch,-0.001662,97.838
gamma1_watch,-0.001659,98.669
gamma1_watch,-0.001655,99.501
gamma1_watch,-0.001652,100.499
gamma1_watch,-0.001649,101.331
gamma1_watch,-0.001646,102.162
gamma1_watch,-0.001642,102.994
gamma1_watch,-0.001639,103.826
gamma1_watch,-0.001636,104.824
gamma1_watch,-0.001633,105.655
gamma1_watch,-0.001630,106.487
gamma1_watch,-0.001626,107.485
gamma1_watch,-0.001623,108.483
gamma1_watch,-0.001620,109.315
gamma1_watch,-0.001617,110.146
gamma1_watch,-0.001614,111.144
gamma1_watch,-0.001610,112.142
gamma1_watch,-0.001607,113.140
gamma1_watch,-0.001604,113.972
gamma1_watch,-0.001601,114.804
gamma1_watch,-0.001597,115.802
gamma1_watch,-0.001594,116.800
gamma1_watch,-0.001591,117.798
gamma1_watch,-0.001588,118.629
gamma1_watch,-0.001585,119.627
gamma1_watch,-0.001581,120.625
gamma1_watch,-0.001578,121.623
gamma1_watch,-0.001575,122.455
gamma1_watch,-0.001572,123.619
gamma1_watch,-0.001569,124.617
gamma1_watch,-0.001565,125.615
gamma1_watch,-0.001562,126.447
gamma1_watch,-0.001559,127.611
gamma1_watch,-0.001556,128.609
gamma1_watch,-0.001552,129.607
gamma1_watch,-0.001549,130.605
gamma1_watch,-0.001546,131.603
gamma1_watch,-0.001543,132.601
gamma1_watch,-0.001540,133.766
gamma1_watch,-0.001536,134.930
gamma1_watch,-0.001533,135.928
gamma1_watch,-0.001530,136.926
gamma1_watch,-0.001527,137.924
gamma1_watch,-0.001524,138.922
gamma1_watch,-0.001520,140.086
gamma1_watch,-0.001517,141.251
gamma1_watch,-0.001514,142.249
gamma1_watch,-0.001511,143.413
gamma1_watch,-0.001507,144.578
gamma1_watch,-0.001504,145.576
gamma1_watch,-0.001501,146.740
gamma1_watch,-0.001498,147.904
gamma1_watch,-0.001495,148.902
gamma1_watch,-0.001491,150.067
gamma1_watch,-0.001488,151.231
gamma1_watch,-0.001485,152.229
gamma1_watch,-0.001482,153.393
gamma1_watch,-0.001479,154.724
gamma1_watch,-0.001475,155.722
gamma1_watch,-0.001472,156.886
gamma1_watch,-0.001469,158.051
gamma1_watch,-0.001466,159.215
gamma1_watch,-0.001462,160.379
gamma1_watch,-0.001459,161.710
gamma1_watch,-0.001456,162.874
gamma1_watch,-0.001453,164.039
gamma1_watch,-0.001450,165.203
gamma1_watch,-0.001446,166.367
gamma1_watch,-0.001443,167.698
gamma1_watch,-0.001440,168.862
gamma1_watch,-0.001437,170.027
gamma1_watch,-0.001434,171.357
gamma1_watch,-0.001430,172.522
gamma1_watch,-0.001427,173.852
gamma1_watch,-0.001424,175.017
gamma1_watch,-0.001421,176.181
gamma1_watch,-0.001417,177.438
gamma1_watch,-0.001414,178.676
gamma1_watch,-0.001411,180.007
gamma1_watch,-0.001408,181.337
gamma1_watch,-0.001405,182.668
gamma1_watch,-0.001401,183.999
gamma1_watch,-0.001398,185.163
gamma1_watch,-0.001395,186.327
gamma1_watch,-0.001392,187.492
gamma1_watch,-0.001389,188.822
gamma1_watch,-0.001385,189.987
gamma1_watch,-0.001382,191.484
gamma1_watch,-0.001379,192.814
gamma1_watch,-0.001376,194.145
gamma1_watch,-0.001372,195.309
gamma1_watch,-0.001369,196.640
gamma1_watch,-0.001366,198.280
gamma1_watch,-0.001363,199.551
gamma1_watch,-0.001360,200.632
gamma1_watch,-0.001356,202.129
gamma1_watch,-0.001353,203.460
gamma1_watch,-0.001350,204.790
gamma1_watch,-0.001347,206.121
gamma1_watch,-0.001344,207.452
gamma1_watch,-0.001340,208.782
gamma1_watch,-0.001337,210.446
gamma1_watch,-0.001334,211.610
gamma1_watch,-0.001331,213.107
gamma1_watch,-0.001327,214.438
gamma1_watch,-0.001324,215.768
gamma1_watch,-0.001321,217.099
gamma1_watch,-0.001318,218.430
gamma1_watch,-0.001315,220.093
gamma1_watch,-0.001311,221.424
gamma1_watch,-0.001308,222.754
gamma1_watch,-0.001305,224.085
gamma1_watch,-0.001302,225.749
gamma1_watch,-0.001299,227.079
gamma1_watch,-0.001295,228.410
gamma1_watch,-0.001292,229.741
gamma1_watch,-0.001289,231.404
gamma1_watch,-0.001286,232.735
gamma1_watch,-0.001282,234.398
gamma1_watch,-0.001279,235.729
gamma1_watch,-0.001276,237.059
gamma1_watch,-0.001273,238.723
gamma1_watch,-0.001270,240.053
gamma1_watch,-0.001266,241.384
gamma1_watch,-0.001263,243.047
gamma1_watch,-0.001260,244.711
gamma1_watch,-0.001257,246.041
gamma1_watch,-0.001254,247.372
gamma1_watch,-0.001250,249.035
gamma1_watch,-0.001247,250.366
gamma1_watch,-0.001244,251.697
gamma1_watch,-0.001241,253.360
gamma1_watch,-0.001237,254.691
gamma1_watch,-0.001234,256.354
gamma1_watch,-0.001231,258.017
gamma1_watch,-0.001228,259.348
gamma1_watch,-0.001225,261.011
gamma1_watch,-0.001221,262.675
gamma1_watch,-0.001218,264.005
gamma1_watch,-0.001215,265.336
gamma1_watch,-0.001212,266.999
gamma1_watch,-0.001208,268.663
gamma1_watch,-0.001205,269.993
gamma1_watch,-0.001202,271.657
gamma1_watch,-0.001199,273.320
gamma1_watch,-0.001196,274.651
gamma1_watch,-0.001192,276.314
gamma1_watch,-0.001189,277.645
gamma1_watch,-0.001186,279.308
gamma1_watch,-0.001183,280.971
gamma1_watch,-0.001180,282.302
gamma1_watch,-0.001176,283.965
gamma1_watch,-0.001173,285.629
gamma1_watch,-0.001170,287.001
gamma1_watch,-0.001167,288.623
gamma1_watch,-0.001163,289.953
gamma1_watch,-0.001160,292.349
gamma1_watch,-0.001157,293.446
gamma1_watch,-0.001154,294.943
gamma1_watch,-0.001151,296.274
gamma1_watch,-0.001147,298.395
gamma1_watch,-0.001144,299.601
gamma1_watch,-0.001141,301.264
gamma1_watch,-0.001138,302.595
gamma1_watch,-0.001135,304.258
gamma1_watch,-0.001131,305.921
gamma1_watch,-0.001128,307.585
gamma1_watch,-0.001125,308.916
gamma1_watch,-0.001122,310.579
gamma1_watch,-0.001118,312.242
gamma1_watch,-0.001115,313.906
gamma1_watch,-0.001112,315.236
gamma1_watch,-0.001109,317.232
gamma1_watch,-0.001106,318.563
gamma1_watch,-0.001102,320.226
gamma1_watch,-0.001099,321.890
gamma1_watch,-0.001096,323.553
gamma1_watch,-0.001093,324.884
gamma1_watch,-0.001090,326.547
gamma1_watch,-0.001086,328.210
gamma1_watch,-0.001083,329.874
gamma1_watch,-0.001080,331.537
gamma1_watch,-0.001077,332.868
gamma1_watch,-0.001073,334.531
gamma1_watch,-0.001070,336.194
gamma1_watch,-0.001067,337.858
gamma1_watch,-0.001064,339.521
gamma1_watch,-0.001061,340.852
gamma1_watch,-0.001057,342.848
gamma1_watch,-0.001054,344.178
gamma1_watch,-0.001051,345.842
gamma1_watch,-0.001048,347.172
gamma1_watch,-0.001045,348.836
gamma1_watch,-0.001041,350.499
gamma1_watch,-0.001038,352.162
gamma1_watch,-0.001035,353.826
gamma1_watch,-0.001032,355.489
gamma1_watch,-0.001028,356.820
gamma1_watch,-0.001025,358.483
gamma1_watch,-0.001022,360.146
gamma1_watch,-0.001019,361.810
gamma1_watch,-0.001016,363.473
gamma1_watch,-0.001012,364.804
gamma1_watch,-0.001009,366.467
gamma1_watch,-0.001006,368.130
gamma1_watch,-0.001003,369.794
gamma1_watch,-0.001000,371.457
gamma1_watch,-0.000996,372.788
gamma1_watch,-0.000993,374.784
gamma1_watch,-0.000990,376.114
gamma1_watch,-0.000987,377.778
gamma1_watch,-0.000983,379.441
gamma1_watch,-0.000980,380.772
gamma1_watch,-0.000977,382.435
gamma1_watch,-0.000974,384.098
gamma1_watch,-0.000971,385.762
gamma1_watch,-0.000967,387.425
gamma1_watch,-0.000964,389.088
gamma1_watch,-0.000961,390.419
gamma1_watch,-0.000958,392.083
gamma1_watch,-0.000955,393.983
gamma1_watch,-0.000951,395.409
gamma1_watch,-0.000948,396.740
gamma1_watch,-0.000945,398.403
gamma1_watch,-0.000942,400.067
gamma1_watch,-0.000938,401.397
gamma1_watch,-0.000935,403.061
gamma1_watch,-0.000932,404.724
gamma1_watch,-0.000929,406.055
gamma1_watch,-0.000926,407.718
gamma1_watch,-0.000922,409.381
gamma1_watch,-0.000919,410.712
gamma1_watch,-0.000916,412.375
gamma1_watch,-0.000913,414.039
gamma1_watch,-0.000910,415.369
gamma1_watch,-0.000906,416.700
gamma1_watch,-0.000903,418.696
gamma1_watch,-0.000900,420.027
gamma1_watch,-0.000897,421.357
gamma1_watch,-0.000893,423.021
gamma1_watch,-0.000890,424.684
gamma1_watch,-0.000887,426.015
gamma1_watch,-0.000884,427.678
gamma1_watch,-0.000881,429.009
gamma1_watch,-0.000877,430.339
gamma1_watch,-0.000874,432.003
gamma1_watch,-0.000871,433.666
gamma1_watch,-0.000868,434.997
gamma1_watch,-0.000865,436.660
gamma1_watch,-0.000861,437.991
gamma1_watch,-0.000858,439.654
gamma1_watch,-0.000855,440.985
gamma1_watch,-0.000852,442.648
gamma1_watch,-0.000848,443.979
gamma1_watch,-0.000845,445.309
gamma1_watch,-0.000842,446.973
gamma1_watch,-0.000839,448.303
gamma1_watch,-0.000836,449.634
gamma1_watch,-0.000832,451.297
gamma1_watch,-0.000829,452.628
gamma1_watch,-0.000826,453.959
gamma1_watch,-0.000823,455.289
gamma1_watch,-0.000820,456.953
gamma1_watch,-0.000816,458.283
gamma1_watch,-0.000813,459.614
gamma1_watch,-0.000810,461.277
gamma1_watch,-0.000807,462.442
gamma1_watch,-0.000803,463.939
gamma1_watch,-0.000800,465.269
gamma1_watch,-0.000797,466.600
gamma1_watch,-0.000794,467.931
gamma1_watch,-0.000791,469.261
gamma1_watch,-0.000787,470.592
gamma1_watch,-0.000784,471.923
gamma1_watch,-0.000781,473.295
gamma1_watch,-0.000778,474.584
gamma1_watch,-0.000775,475.915
gamma1_watch,-0.000771,477.246
gamma1_watch,-0.000768,478.576
gamma1_watch,-0.000765,479.907
gamma1_watch,-0.000762,481.238
gamma1_watch,-0.000758,482.568
gamma1_watch,-0.000755,483.899
gamma1_watch,-0.000752,485.230
gamma1_watch,-0.000749,486.560
gamma1_watch,-0.000746,487.891
gamma1_watch,-0.000742,489.055
gamma1_watch,-0.000739,490.386
gamma1_watch,-0.000736,491.717
gamma1_watch,-0.000733,493.047
gamma1_watch,-0.000730,494.212
gamma1_watch,-0.000726,495.376
gamma1_watch,-0.000723,496.707
gamma1_watch,-0.000720,498.037
gamma1_watch,-0.000717,499.202
gamma1_watch,-0.000713,500.200
gamma1_watch,-0.000710,501.364
gamma1_watch,-0.000707,502.695
gamma1_watch,-0.000704,503.859
gamma1_watch,-0.000701,504.857
gamma1_watch,-0.000697,506.520
gamma1_watch,-0.000694,507.518
gamma1_watch,-0.000691,508.516
gamma1_watch,-0.000688,509.514
gamma1_watch,-0.000685,510.679
gamma1_watch,-0.000681,511.843
gamma1_watch,-0.000678,512.841
gamma1_watch,-0.000675,514.005
gamma1_watch,-0.000672,515.170
gamma1_watch,-0.000668,516.168
gamma1_watch,-0.000665,517.166
gamma1_watch,-0.000662,518.164
gamma1_watch,-0.000659,519.328
gamma1_watch,-0.000656,520.492
gamma1_watch,-0.000652,521.490
gamma1_watch,-0.000649,522.488
gamma1_watch,-0.000646,523.486
gamma1_watch,-0.000643,524.484
gamma1_watch,-0.000639,525.482
gamma1_watch,-0.000636,526.480
gamma1_watch,-0.000633,527.611
gamma1_watch,-0.000630,528.476
gamma1_watch,-0.000627,529.474
gamma1_watch,-0.000623,530.472
gamma1_watch,-0.000620,531.304
gamma1_watch,-0.000617,532.438
gamma1_watch,-0.000614,533.300
gamma1_watch,-0.000611,534.298
gamma1_watch,-0.000607,535.130
gamma1_watch,-0.000604,535.961
gamma1_watch,-0.000601,536.959
gamma1_watch,-0.000598,537.791
gamma1_watch,-0.000594,538.789
gamma1_watch,-0.000591,539.454
gamma1_watch,-0.000588,540.286
gamma1_watch,-0.000585,541.118
gamma1_watch,-0.000582,541.949
gamma1_watch,-0.000578,542.781
gamma1_watch,-0.000575,543.446
gamma1_watch,-0.000572,544.278
gamma1_watch,-0.000569,545.110
gamma1_watch,-0.000566,545.775
gamma1_watch,-0.000562,546.440
gamma1_watch,-0.000559,547.272
gamma1_watch,-0.000556,548.104
gamma1_watch,-0.000553,548.769
gamma1_watch,-0.000549,549.434
gamma1_watch,-0.000546,550.100
gamma1_watch,-0.000543,550.931
gamma1_watch,-0.000540,551.597
gamma1_watch,-0.000537,552.262
gamma1_watch,-0.000533,552.927
gamma1_watch,-0.000530,553.593
gamma1_watch,-0.000527,554.258
gamma1_watch,-0.000524,554.923
gamma1_watch,-0.000521,555.422
gamma1_watch,-0.000517,555.921
gamma1_watch,-0.000514,556.587
gamma1_watch,-0.000511,557.252
gamma1_watch,-0.000508,557.751
gamma1_watch,-0.000504,558.250
gamma1_watch,-0.000501,558.916
gamma1_watch,-0.000498,559.415
gamma1_watch,-0.000495,559.914
gamma1_watch,-0.000492,560.579
gamma1_watch,-0.000488,560.912
gamma1_watch,-0.000485,561.244
gamma1_watch,-0.000482,561.743
gamma1_watch,-0.000479,562.076
gamma1_watch,-0.000476,562.409
gamma1_watch,-0.000472,562.908
gamma1_watch,-0.000469,563.407
gamma1_watch,-0.000466,563.739
gamma1_watch,-0.000463,564.072
gamma1_watch,-0.000459,564.405
gamma1_watch,-0.000456,564.737
gamma1_watch,-0.000453,565.070
gamma1_watch,-0.000450,565.545
gamma1_watch,-0.000447,565.902
gamma1_watch,-0.000443,566.234
gamma1_watch,-0.000440,566.567
gamma1_watch,-0.000437,566.900
gamma1_watch,-0.000434,567.066
gamma1_watch,-0.000431,567.232
gamma1_watch,-0.000427,567.399
gamma1_watch,-0.000424,567.565
gamma1_watch,-0.000421,567.731
gamma1_watch,-0.000418,567.898
gamma1_watch,-0.000414,568.064
gamma1_watch,-0.000411,568.064
gamma1_watch,-0.000408,568.064
gamma1_watch,-0.000405,568.064
gamma1_watch,-0.000402,568.064
gamma1_watch,-0.000398,568.064
gamma1_watch,-0.000395,568.064
gamma1_watch,-0.000392,568.064
gamma1_watch,-0.000389,568.064
gamma1_watch,-0.000386,568.064
gamma1_watch,-0.000382,568.064
gamma1_watch,-0.000379,568.064
gamma1_watch,-0.000376,568.064
gamma1_watch,-0.000373,568.064
gamma1_watch,-0.000369,568.064
gamma1_watch,-0.000366,568.064
gamma1_watch,-0.000363,568.064
gamma1_watch,-0.000360,568.064
gamma1_watch,-0.000357,568.064
gamma1_watch,-0.000353,568.064
gamma1_watch,-0.000350,568.064
gamma1_watch,-0.000347,568.064
gamma1_watch,-0.000344,568.064
gamma1_watch,-0.000341,568.064
gamma1_watch,-0.000337,568.064
gamma1_watch,-0.000334,568.064
gamma1_watch,-0.000331,568.064
gamma1_watch,-0.000328,568.064
gamma1_watch,-0.000324,568.064
gamma1_watch,-0.000321,568.064
gamma1_watch,-0.000318,568.064
gamma1_watch,-0.000315,568.064
gamma1_watch,-0.000312,568.064
gamma1_watch,-0.000308,568.064
gamma1_watch,-0.000305,568.064
gamma1_watch,-0.000302,567.731
gamma1_watch,-0.000299,567.399
gamma1_watch,-0.000296,567.399
gamma1_watch,-0.000292,567.232
gamma1_watch,-0.000289,567.066
gamma1_watch,-0.000286,566.567
gamma1_watch,-0.000283,566.401
gamma1_watch,-0.000279,566.068
gamma1_watch,-0.000276,565.735
gamma1_watch,-0.000273,565.403
gamma1_watch,-0.000270,565.070
gamma1_watch,-0.000267,564.737
gamma1_watch,-0.000263,564.238
gamma1_watch,-0.000260,563.739
gamma1_watch,-0.000257,563.240
gamma1_watch,-0.000254,562.908
gamma1_watch,-0.000251,562.575
gamma1_watch,-0.000247,562.242
gamma1_watch,-0.000244,561.743
gamma1_watch,-0.000241,561.244
gamma1_watch,-0.000238,560.912
gamma1_watch,-0.000234,560.274
gamma1_watch,-0.000231,559.914
gamma1_watch,-0.000228,559.415
gamma1_watch,-0.000225,558.916
gamma1_watch,-0.000222,558.417
gamma1_watch,-0.000218,557.917
gamma1_watch,-0.000215,557.418
gamma1_watch,-0.000212,556.615
gamma1_watch,-0.000209,556.088
gamma1_watch,-0.000206,555.589
gamma1_watch,-0.000202,555.090
gamma1_watch,-0.000199,554.424
gamma1_watch,-0.000196,553.759
gamma1_watch,-0.000193,553.260
gamma1_watch,-0.000189,552.595
gamma1_watch,-0.000186,552.096
gamma1_watch,-0.000183,551.098
gamma1_watch,-0.000180,550.599
gamma1_watch,-0.000177,550.100
gamma1_watch,-0.000173,549.268
gamma1_watch,-0.000170,548.603
gamma1_watch,-0.000167,547.937
gamma1_watch,-0.000164,547.272
gamma1_watch,-0.000161,546.607
gamma1_watch,-0.000157,545.941
gamma1_watch,-0.000154,544.777
gamma1_watch,-0.000151,543.973
gamma1_watch,-0.000148,543.446
gamma1_watch,-0.000144,542.615
gamma1_watch,-0.000141,541.949
gamma1_watch,-0.000138,541.284
gamma1_watch,-0.000135,540.452
gamma1_watch,-0.000132,539.288
gamma1_watch,-0.000128,538.623
gamma1_watch,-0.000125,537.957
gamma1_watch,-0.000122,536.993
gamma1_watch,-0.000119,536.188
gamma1_watch,-0.000115,535.296
gamma1_watch,-0.000112,534.331
gamma1_watch,-0.000109,533.633
gamma1_watch,-0.000106,532.801
gamma1_watch,-0.000103,531.803
gamma1_watch,-0.000099,530.971
gamma1_watch,-0.000096,530.140
gamma1_watch,-0.000093,529.142
gamma1_watch,-0.000090,528.144
gamma1_watch,-0.000087,527.146
gamma1_watch,-0.000083,526.148
gamma1_watch,-0.000080,524.817
gamma1_watch,-0.000077,524.152
gamma1_watch,-0.000074,523.021
gamma1_watch,-0.000070,522.156
gamma1_watch,-0.000067,521.158
gamma1_watch,-0.000064,520.160
gamma1_watch,-0.000061,519.162
gamma1_watch,-0.000058,518.164
gamma1_watch,-0.000054,517.166
gamma1_watch,-0.000051,516.001
gamma1_watch,-0.000048,515.170
gamma1_watch,-0.000045,514.005
gamma1_watch,-0.000042,513.007
gamma1_watch,-0.000038,511.843
gamma1_watch,-0.000035,510.679
gamma1_watch,-0.000032,509.681
gamma1_watch,-0.000029,498.204
gamma1_watch,-0.000025,497.538
gamma1_watch,-0.000022,497.206
gamma1_watch,-0.000019,497.039
gamma1_watch,-0.000016,497.039
gamma1_watch,-0.000013,497.039
gamma1_watch,-0.000009,497.039
gamma1_watch,-0.000006,497.039
gamma1_watch,-0.000003,497.039
gamma1_watch,0.000000,497.039
gamma1_watch,0.000003,496.374
gamma1_watch,0.000007,495.542
gamma1_watch,0.000010,494.378
gamma1_watch,0.000013,493.130
gamma1_watch,0.000016,492.216
gamma1_watch,0.000020,491.717
gamma1_watch,0.000023,468.929
gamma1_watch,0.000026,468.762
gamma1_watch,0.000029,468.929
gamma1_watch,0.000032,468.929
gamma1_watch,0.000036,468.929
gamma1_watch,0.000039,468.929
gamma1_watch,0.000042,468.929
gamma1_watch,0.000045,468.929
gamma1_watch,0.000048,468.929
gamma1_watch,0.000052,468.929
gamma1_watch,0.000055,468.929
gamma1_watch,0.000058,468.929
gamma1_watch,0.000061,468.929
gamma1_watch,0.000065,468.929
gamma1_watch,0.000068,468.929
gamma1_watch,0.000071,468.762
gamma1_watch,0.000074,468.097
gamma1_watch,0.000077,467.099
gamma1_watch,0.000081,465.935
gamma1_watch,0.000084,464.604
gamma1_watch,0.000087,463.273
gamma1_watch,0.000090,461.943
gamma1_watch,0.000093,460.279
gamma1_watch,0.000097,458.949
gamma1_watch,0.000100,457.618
gamma1_watch,0.000103,456.287
gamma1_watch,0.000106,454.499
gamma1_watch,0.000110,453.293
gamma1_watch,0.000113,451.963
